"SUM_YRMTH","CZN_CD","COCT_CD","TRFFCVLM","SPD_AVG","PASNG_RUNTM_MINS","NMLT_CSCNT","REVISN_CSCNT","PSTM_STDV","PASNG_TM_CHANGE_CFFCN","MAX_PASNG_TM_MINS","MEDIAN_PASNG_TM_MINS","MINM_PASNG_TM_MINS","F15T85_PASNG_RUNTM_QNTL","LAST_CHANGE_DAYHMINSEC","ST_ND_NM","ST_ND_GPS_LAT","ST_ND_GPS_LONG","END_ND_NM","END_ND_GPS_LAT","END_ND_GPS_LONG"
"202411","0150CZS150","1","595329","102.73","217","86386","14","8.14","0.03","231","218","204","18","20241201083016","동서천JC","36.058328","126.772442","군산IC","36.009107","126.799508"
"202411","0150CZS160","1","381220","104.16","310","76020","37","13.26","0.04","339","311","292","32","20241201083016","서천IC","36.098956","126.689189","동서천JC","36.058328","126.772442"
"202411","0150CZS170","1","479111","99.90","429","86332","9","10.91","0.02","446","430","411","24","20241201083016","춘장대IC","36.167864","126.601513","서천IC","36.098956","126.689189"
"202411","0150CZS180","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20241201083016","무창포IC","36.238846","126.561240","춘장대IC","36.167864","126.601513"
"202411","0150CZS190","1","466250","101.48","425","83808","0","15.87","0.03","457","427","401","39","20241201083016","대천IC","36.333220","126.575147","무창포IC","36.238846","126.561240"
"202411","0150CZS200","1","465231","104.81","677","81205","16","27.32","0.04","742","678","635","74","20241201083016","광천IC","36.498248","126.585146","대천IC","36.333220","126.575147"
"202411","0150CZS220","1","618043","107.24","459","85550","4","23.15","0.05","519","457","426","65","20241201083016","해미IC","36.712085","126.562422","홍성IC","36.592158","126.560116"
"202411","0150CZS230","1","633645","100.50","383","86384","4","12.99","0.03","417","383","363","37","20241201083016","서산IC","36.806738","126.571499","해미IC","36.712085","126.562422"
"202411","0150CZS240","1","861763","95.62","247","18640","4","9.80","0.03","271","247","229","29","20241201083016","당진JC","36.851018","126.618518","서산IC","36.806738","126.571499"
"202411","0150CZS250","1","1155783","102.12","330","82688","0","17.81","0.05","384","327","302","57","20241201083016","당진IC","36.892471","126.706619","당진JC","36.851018","126.618518"
"202411","0150CZS260","1","1274776","91.79","316","86283","117","18.32","0.05","367","312","293","51","20241201083016","송악IC","36.934002","126.780016","당진IC","36.892471","126.706619"
"202411","0150CZS270","1","1502973","85.37","532","86078","38","47.29","0.08","647","531","464","128","20241201083016","서평택IC","36.998078","126.869107","송악IC","36.934002","126.780016"
"202411","0150CZS280","1","1693391","88.16","266","86399","1","29.20","0.10","348","255","233","80","20241201083016","서평택JC","37.054260","126.888639","서평택IC","36.998078","126.869107"
"202411","0150CZS290","1","1432593","106.03","265","85806","5","25.23","0.09","372","261","238","93","20241201083016","발안IC","37.123711","126.882317","서평택JC","37.054260","126.888639"
"202411","0150CZS300","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20241201083016","팔탄JC","37.190958","126.872251","발안IC","37.123711","126.882317"
"202411","0150CZS310","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20241201083016","매송IC","37.278437","126.897540","비봉IC","37.243197","126.882228"
"202411","0150CZS320","1","1255695","93.62","196","169","1","12.05","0.06","230","195","177","37","20241201083016","안산JC","37.344081","126.860519","팔곡JC","37.298879","126.885767"
"202411","0150CZS340","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20241201083016","조남JC","37.368742","126.869038","서서울TG","37.356793","126.863877"
"202411","0150CZS350","1","1417758","89.39","127","85493","23","8.73","0.06","163","125","120","30","20241201083016","목감IC","37.396578","126.871527","조남JC","37.368742","126.869038"
"202411","0150CZS360","1","2045004","82.16","50","86377","23","7.21","0.14","78","48","46","22","20241201083016","광명역IC","37.404130","126.879416","목감IC","37.396578","126.871527"
"202411","0150CZS370","1","1526845","94.13","102","86353","0","6.44","0.06","120","100","95","17","20241201083016","일직JC","37.423819","126.894869","광명역IC","37.404130","126.879416"
"202411","0150CZS380","1","1932573","83.77","180","0","0","24.98","0.13","285","175","163","85","20241201083016","금천IC","37.460138","126.890802","일직JC","37.423819","126.894869"
"202411","0160CZE010","1","599489","90.92","475","86377","23","8.77","0.01","491","474","459","22","20241201083016","언양JC","35.566603","129.129980","울산JCT","35.557342","129.250924"
"202411","0160CZS010","1","586641","92.66","466","86377","23","11.60","0.02","490","469","444","32","20241201083016","울산JCT","35.557342","129.250924","언양JC","35.566603","129.129980"
"202411","0170CZE010","1","1086174","89.75","104","8624","0","8.20","0.07","140","101","98","29","20241201083016","오성IC","36.999640","127.004111","평택JC","37.024982","126.985034"
"202411","0170CZE020","1","1143999","91.63","107","8624","0","9.62","0.08","150","105","102","33","20241201083016","평택JC","37.024982","126.985034","어연IC","37.054606","126.986075"
"202411","0170CZE030","1","1241791","85.37","44","8623","0","4.62","0.10","66","43","41","17","20241201083016","어연IC","37.054606","126.986075","북평택TG","37.063835","126.991562"
