"SUM_YRMTH","CZN_CD","COCT_CD","TRFFCVLM","SPD_AVG","PASNG_RUNTM_MINS","NMLT_CSCNT","REVISN_CSCNT","PSTM_STDV","PASNG_TM_CHANGE_CFFCN","MAX_PASNG_TM_MINS","MEDIAN_PASNG_TM_MINS","MINM_PASNG_TM_MINS","F15T85_PASNG_RUNTM_QNTL","LAST_CHANGE_DAYHMINSEC","ST_ND_NM","ST_ND_GPS_LAT","ST_ND_GPS_LONG","END_ND_NM","END_ND_GPS_LAT","END_ND_GPS_LONG"
"202306","1040CZE030","1","215627","92.49","77","26989","42","1.34","0.04","80","77","76","2","20230701083416","서부산TG","35.156691","128.947064","가락IC","35.165139","128.896716"
"202306","1040CZS040","1","1166624","90.85","221","86394","6","7.78","0.03","236","219","208","19","20230701083416","서부산IC","35.156004","128.951651","가락IC","35.165139","128.896716"
"202306","0100CZS290","1","914258","88.27","116","85559","776","2.35","0.02","122","116","112","7","20230701083416","덕천IC","35.214906","129.008186","대저JC","35.219301","128.974349"
"202306","0100CZE285","1","903392","96.25","119","86369","0","6.63","0.05","135","119","111","16","20230701083416","북부산TG","35.221307","128.940883","대저JC","35.219301","128.974349"
"202306","0550CZS020","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20230701083416","초정IC","35.233765","128.980207","대저JC","35.219301","128.974349"
"202306","0010CZS010","1","893158","88.88","73","84884","1103","1.18","0.01","76","73","71","3","20230701083416","영락IC","35.273493","129.108684","구서IC","35.246178","129.092822"
"202306","0100CZE290","1","806742","77.54","132","86167","169","7.98","0.06","152","132","117","24","20230701083416","대저JC","35.219301","128.974349","덕천IC","35.214906","129.008186"
"202306","1040CZE040","1","1059199","97.04","206","86394","6","8.83","0.04","222","205","194","19","20230701083416","가락IC","35.165139","128.896716","서부산IC","35.156004","128.951651"
"202306","0010CZS090","1","789772","98.57","379","86381","19","11.49","0.03","393","381","357","25","20230701083416","건천IC","35.843725","129.085261","경주IC","35.807377","129.184893"
"202306","0010CZE085","1","703164","102.26","389","86396","4","13.43","0.03","407","394","366","28","20230701083416","활천IC","","","경주IC","35.807377","129.184893"
"202306","0010CZS100","1","842471","93.93","466","86387","13","10.99","0.02","481","469","446","24","20230701083416","영천JC","","","건천IC","35.843725","129.085261"
"202306","0010CZE090","1","789550","98.40","380","86381","19","13.16","0.03","397","384","357","28","20230701083416","경주IC","35.807377","129.184893","건천IC","35.843725","129.085261"
"202306","0010CZS130","1","1276960","96.21","153","85148","0","4.92","0.03","159","153","142","11","20230701083416","도동JC","35.912552","128.662699","동대구JC","35.886186","128.693814"
"202306","0010CZE120","1","1091070","91.22","365","86329","22","7.79","0.02","374","368","349","17","20230701083416","경산IC","35.876890","128.789802","동대구JC","35.886186","128.693814"
"202306","0552CZE120","1","990333","89.08","101","8453","0","3.20","0.03","109","101","94","10","20230701083416","동대구IC","35.864978","128.686229","동대구JC","35.886186","128.693814"
"202306","0550CZE130","1","700421","97.27","179","86355","33","4.84","0.02","188","180","170","12","20230701083416","금호JC","35.892622","128.525227","칠곡IC","35.935239","128.535347"
"202306","0550CZS140","1","591474","100.08","187","85195","10","4.42","0.02","194","187","178","11","20230701083416","동명동호IC","","","칠곡IC","35.935239","128.535347"
"202306","0010CZS150","1","2192475","92.34","213","86234","17","5.92","0.02","221","214","200","14","20230701083416","금호JC","35.892622","128.525227","북대구IC","35.909533","128.583284"
"202306","0010CZE140","1","1911570","97.18","284","85344","29","8.28","0.02","296","286","268","19","20230701083416","도동JC","35.912552","128.662699","북대구IC","35.909533","128.583284"
"202306","0550CZS130","1","694996","95.17","183","86355","33","3.60","0.01","190","184","177","9","20230701083416","칠곡IC","35.935239","128.535347","금호JC","35.892622","128.525227"
"202306","0010CZE150","1","2182243","93.87","210","86174","26","7.34","0.03","222","211","196","18","20230701083416","북대구IC","35.909533","128.583284","금호JC","35.892622","128.525227"
"202306","4510CZE080","1","730030","84.24","48","86374","26","1.60","0.03","51","48","45","4","20230701083416","서대구TG","35.879705","128.529925","금호JC","35.892622","128.525227"
"202306","0010CZS160","1","1832139","95.35","152","0","0","2.99","0.01","157","153","146","7","20230701083416","칠곡JC","","","금호JC","35.892622","128.525227"
"202306","4510CZS040","1","1558593","95.05","98","86068","0","3.95","0.04","106","98","91","10","20230701083416","유천 하이패스IC","","","화원옥포IC","35.801066","128.483013"
"202306","4510CZE020","1","771056","93.56","111","85240","38","2.99","0.02","116","112","105","7","20230701083416","달성IC","35.768897","128.474407","옥포JC","35.791730","128.463921"
"202306","0120CZE230","1","629689","96.89","356","81067","522","6.58","0.01","368","357","344","16","20230701083416","고령JC","35.757729","128.372588","옥포JC","35.791730","128.463921"
"202306","4510CZS020","1","786381","89.71","116","85245","33","4.79","0.04","124","117","108","11","20230701083416","옥포JC","35.791730","128.463921","달성IC","35.768897","128.474407"
"202306","4510CZE015","1","651309","92.33","362","86312","23","11.18","0.03","384","364","342","29","20230701083416","북현풍 하이패스 IC","","","달성IC","35.768897","128.474407"
"202306","0010CZE130","1","1279118","93.07","158","85067","16","4.55","0.02","164","160","148","11","20230701083416","동대구JC","35.886186","128.693814","도동JC","35.912552","128.662699"
"202306","0010CZS140","1","1978605","93.44","295","85347","26","8.42","0.02","306","298","276","21","20230701083416","북대구IC","35.909533","128.583284","도동JC","35.912552","128.662699"
"202306","0200CZS060","1","625214","91.03","711","86378","22","11.38","0.01","730","711","690","28","20230701083416","청통와촌IC","35.970335","128.829157","도동JC","35.912552","128.662699"
"202306","4510CZE045","1","706204","100.14","116","0","0","3.85","0.03","122","117","109","9","20230701083416","유천 하이패스IC","","","남대구IC","35.836506","128.527613"
"202306","0010CZS270","1","867747","94.76","329","47809","38","10.86","0.03","352","326","312","28","20230701083416","비룡JC","36.345100","127.482550","옥천IC","36.313954","127.563113"
"202306","0010CZE260","1","592381","80.43","510","85878","0","31.58","0.06","557","511","445","78","20230701083416","금강IC","36.279818","127.673628","옥천IC","36.313954","127.563113"
"202306","0650CZE140","1","280208","109.06","304","31967","77","7.35","0.02","321","305","292","20","20230701083416","북강릉IC","37.835539","128.814811","남양양IC","37.914785","128.789914"
"202306","0650CZS150","1","309865","107.20","511","47519","770","9.92","0.01","533","510","493","28","20230701083416","하조대IC","38.022808","128.697523","남양양IC","37.914785","128.789914"
"202306","0650CZS140","1","305382","103.40","321","47519","15","5.37","0.01","333","321","311","15","20230701083416","남양양IC","37.914785","128.789914","북강릉IC","37.835539","128.814811"
"202306","0650CZE130","1","294381","105.08","248","37149","42","6.47","0.02","264","247","237","18","20230701083416","강릉JC","37.771561","128.835250","북강릉IC","37.835539","128.814811"
"202306","0650CZS130","1","321973","99.87","260","44927","15","5.20","0.01","273","259","253","14","20230701083416","북강릉IC","37.835539","128.814811","강릉JC","37.771561","128.835250"
"202306","0650CZE120","1","186470","104.07","93","8536","101","2.21","0.02","98","93","89","6","20230701083416","강릉IC","37.749654","128.839215","강릉JC","37.771561","128.835250"
"202306","0500CZE300","1","514139","94.71","857","86397","3","23.56","0.02","919","851","826","65","20230701083416","대관령IC","37.678728","128.694924","강릉JC","37.771561","128.835250"
"202306","0650CZS120","1","179688","106.89","90","8536","51","2.09","0.02","95","90","86","6","20230701083416","강릉JC","37.771561","128.835250","강릉IC","37.749654","128.839215"
"202306","0650CZE110","1","357811","105.01","281","86360","39","6.99","0.02","296","282","267","20","20230701083416","남강릉IC","37.694106","128.891343","강릉IC","37.749654","128.839215"
"202306","0650CZE090","1","378365","101.87","235","86341","59","3.90","0.01","245","234","227","12","20230701083416","망상IC","37.583227","129.093087","옥계IC","37.619269","129.037304"
"202306","0650CZS100","1","391644","104.52","615","86396","2","13.57","0.02","644","614","591","37","20230701083416","남강릉IC","37.694106","128.891343","옥계IC","37.619269","129.037304"
"202306","0650CZS090","1","385991","103.35","231","86366","34","3.91","0.01","240","231","223","11","20230701083416","옥계IC","37.619269","129.037304","망상IC","37.583227","129.093087"
"202306","0650CZE080","1","330932","104.88","284","63071","16","6.55","0.02","297","283","272","17","20230701083416","동해IC","37.507913","129.093687","망상IC","37.583227","129.093087"
"202306","0500CZS240","1","540233","87.29","704","86393","7","51.57","0.07","907","683","664","170","20230701083416","둔내IC","37.492752","128.205907","새말IC","37.446693","128.066967"
"202306","0500CZE230","1","636046","96.65","474","86234","30","28.89","0.06","554","465","444","77","20230701083416","원주IC","37.400894","127.950025","새말IC","37.446693","128.066967"
"202306","0500CZE240","1","536909","96.22","639","86393","7","15.48","0.02","681","636","615","46","20230701083416","새말IC","37.446693","128.066967","둔내IC","37.492752","128.205907"
"202306","0500CZS250","1","519478","96.34","272","86397","3","5.57","0.02","286","271","265","14","20230701083416","동둔내 하이패스IC","","","둔내IC","37.492752","128.205907"
"202306","0550CZS320","1","368541","97.21","962","81071","50","41.25","0.04","1039","961","895","100","20230701083416","홍천IC","37.678698","127.855078","횡성IC","37.504918","127.969983"
"202306","0550CZE310","1","140574","111.32","346","8640","3","13.46","0.03","375","348","321","37","20230701083416","북원주IC","37.420608","127.923204","횡성IC","37.504918","127.969983"
"202306","0500CZS260","1","524987","85.49","256","86372","27","18.63","0.07","321","249","238","58","20230701083416","평창IC","37.589103","128.412783","면온IC","37.561411","128.365327"
"202306","0500CZE255","1","543454","94.29","355","86390","3","7.32","0.02","371","355","343","19","20230701083416","동둔내 하이패스IC","","","면온IC","37.561411","128.365327"
"202306","0500CZE260","1","513085","98.19","223","86339","56","7.60","0.03","240","222","211","20","20230701083416","면온IC","37.561411","128.365327","평창IC","37.589103","128.412783"
"202306","0500CZS270","1","518798","94.42","349","86342","44","5.80","0.01","363","348","340","16","20230701083416","속사IC","37.630499","128.489605","평창IC","37.589103","128.412783"
"202306","0500CZE270","1","534172","95.05","346","86339","44","9.18","0.02","364","345","330","23","20230701083416","평창IC","37.589103","128.412783","속사IC","37.630499","128.489605"
"202306","0500CZS280","1","494986","97.10","264","86391","7","9.01","0.03","297","263","254","30","20230701083416","진부IC","37.651615","128.561806","속사IC","37.630499","128.489605"
"202306","0500CZE280","1","530593","102.67","250","86394","6","5.11","0.02","260","250","239","14","20230701083416","속사IC","37.630499","128.489605","진부IC","37.651615","128.561806"
"202306","0500CZS290","1","499381","98.47","469","86397","1","10.89","0.02","497","466","452","31","20230701083416","대관령IC","37.678728","128.694924","진부IC","37.651615","128.561806"
"202306","0550CZE320","1","364684","95.48","979","83547","56","52.11","0.05","1127","976","906","154","20230701083416","횡성IC","37.504918","127.969983","홍천IC","37.678698","127.855078"
"202306","0550CZS330","1","349100","102.74","363","79636","50","8.98","0.02","390","361","349","28","20230701083416","춘천JC","37.755511","127.794879","홍천IC","37.678698","127.855078"
"202306","0500CZS300","1","493253","94.94","855","86397","2","30.06","0.03","931","845","813","82","20230701083416","강릉JC","37.771561","128.835250","대관령IC","37.678728","128.694924"
"202306","0500CZE290","1","484334","100.08","462","86395","1","8.78","0.01","482","460","448","23","20230701083416","진부IC","37.651615","128.561806","대관령IC","37.678728","128.694924"
"202306","0650CZS080","1","324582","101.84","292","50112","14","6.44","0.02","306","291","279","18","20230701083416","망상IC","37.583227","129.093087","동해IC","37.507913","129.093687"
"202306","0650CZE070","1","213066","103.20","303","8640","201","7.10","0.02","315","305","288","18","20230701083416","삼척IC","37.447716","129.135758","동해IC","37.507913","129.093687"
"202306","0450CZE170","1","837410","97.38","516","86385","11","24.70","0.04","573","527","479","65","20230701083416","점촌함창IC","36.586195","128.155053","문경새재IC","36.700597","128.111353"
"202306","0450CZS180","1","754954","90.86","579","86377","16","22.07","0.03","625","585","534","63","20230701083416","연풍IC","36.759048","127.992268","문경새재IC","36.700597","128.111353"
"202306","0450CZS170","1","781573","100.06","502","86381","15","23.17","0.04","540","514","459","56","20230701083416","문경새재IC","36.700597","128.111353","점촌함창IC","36.586195","128.155053"
"202306","0450CZE160","1","798675","100.52","267","86390","10","14.49","0.05","294","272","244","35","20230701083416","북상주IC","36.531143","128.169306","점촌함창IC","36.586195","128.155053"
"202306","0450CZS160","1","768424","101.43","264","86390","10","13.16","0.04","283","270","240","30","20230701083416","점촌함창IC","36.586195","128.155053","북상주IC","36.531143","128.169306"
"202306","0450CZE150","1","752752","101.27","463","86374","16","17.99","0.03","485","472","432","37","20230701083416","상주IC","36.423025","128.213262","북상주IC","36.531143","128.169306"
"202306","0550CZS200","1","330179","101.79","470","46534","167","11.55","0.02","493","471","451","29","20230701083416","예천IC","36.667837","128.541897","서안동IC","36.588635","128.626690"
"202306","0550CZE190","1","376706","100.96","534","86354","16","16.58","0.03","558","537","501","39","20230701083416","남안동IC","36.476202","128.621431","서안동IC","36.588635","128.626690"
"202306","0550CZE200","1","332555","101.46","471","49858","2254","12.86","0.02","492","472","448","30","20230701083416","서안동IC","36.588635","128.626690","예천IC","36.667837","128.541897"
"202306","0550CZS210","1","288290","101.70","428","23795","4305","10.07","0.02","445","429","409","25","20230701083416","영주IC","36.769246","128.571629","예천IC","36.667837","128.541897"
"202306","0550CZE210","1","340125","105.78","411","55085","203","12.54","0.03","435","411","389","32","20230701083416","예천IC","36.667837","128.541897","영주IC","36.769246","128.571629"
