"SUM_YRMTH","CZN_CD","COCT_CD","TRFFCVLM","SPD_AVG","PASNG_RUNTM_MINS","NMLT_CSCNT","REVISN_CSCNT","PSTM_STDV","PASNG_TM_CHANGE_CFFCN","MAX_PASNG_TM_MINS","MEDIAN_PASNG_TM_MINS","MINM_PASNG_TM_MINS","F15T85_PASNG_RUNTM_QNTL","LAST_CHANGE_DAYHMINSEC","ST_ND_NM","ST_ND_GPS_LAT","ST_ND_GPS_LONG","END_ND_NM","END_ND_GPS_LAT","END_ND_GPS_LONG"
"202401","0150CZS150","1","450102","92.52","242","89254","12","11.47","0.04","273","240","220","37","20240201083215","동서천JC","36.058328","126.772442","군산IC","36.009107","126.799508"
"202401","0150CZS160","1","280119","99.79","324","34848","99","16.66","0.05","390","322","303","60","20240201083215","서천IC","36.098956","126.689189","동서천JC","36.058328","126.772442"
"202401","0150CZS170","1","381567","98.28","436","78874","4","21.60","0.04","532","435","412","84","20240201083215","춘장대IC","36.167864","126.601513","서천IC","36.098956","126.689189"
"202401","0150CZS180","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20240201083215","무창포IC","36.238846","126.561240","춘장대IC","36.167864","126.601513"
"202401","0150CZS190","1","389349","99.82","432","84093","3","18.88","0.04","490","433","403","60","20240201083215","대천IC","36.333220","126.575147","무창포IC","36.238846","126.561240"
"202401","0150CZS200","1","390651","101.86","696","81502","3","27.77","0.03","773","702","651","85","20240201083215","광천IC","36.498248","126.585146","대천IC","36.333220","126.575147"
"202401","0150CZS220","1","464929","101.46","485","88369","7","20.39","0.04","538","484","446","64","20240201083215","해미IC","36.712085","126.562422","홍성IC","36.592158","126.560116"
"202401","0150CZS230","1","438509","101.47","380","78395","286","12.66","0.03","416","379","359","39","20240201083215","서산IC","36.806738","126.571499","해미IC","36.712085","126.562422"
"202401","0150CZS240","1","605016","94.85","249","68075","11","10.03","0.04","275","250","227","33","20240201083215","당진JC","36.851018","126.618518","서산IC","36.806738","126.571499"
"202401","0150CZS250","1","616973","103.88","324","17659","1","13.37","0.04","367","324","302","45","20240201083215","당진IC","36.892471","126.706619","당진JC","36.851018","126.618518"
"202401","0150CZS260","1","1035134","88.84","326","89231","49","28.59","0.08","429","317","297","92","20240201083215","송악IC","36.934002","126.780016","당진IC","36.892471","126.706619"
"202401","0150CZS270","1","1276719","87.38","520","89261","10","47.22","0.09","701","504","464","165","20240201083215","서평택IC","36.998078","126.869107","송악IC","36.934002","126.780016"
"202401","0150CZS280","1","1457876","96.97","242","89242","13","8.71","0.03","259","243","222","25","20240201083215","서평택JC","37.054260","126.888639","서평택IC","36.998078","126.869107"
"202401","0150CZS290","1","1159683","100.63","279","89241","12","9.97","0.03","301","280","258","30","20240201083215","발안IC","37.123711","126.882317","서평택JC","37.054260","126.888639"
"202401","0150CZS300","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20240201083215","팔탄JC","37.190958","126.872251","발안IC","37.123711","126.882317"
"202401","0150CZS310","1","1513076","93.08","155","82001","0","7.15","0.04","179","157","142","25","20240201083215","매송IC","37.278437","126.897540","비봉IC","37.243197","126.882228"
"202401","0150CZS320","1","1108049","98.21","187","0","0","9.18","0.04","224","185","176","33","20240201083215","안산JC","37.344081","126.860519","팔곡JC","37.298879","126.885767"
"202401","0150CZS340","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20240201083215","조남JC","37.368742","126.869038","서서울TG","37.356793","126.863877"
"202401","0150CZS350","1","1265085","90.57","125","89191","35","2.23","0.01","131","125","119","8","20240201083215","목감IC","37.396578","126.871527","조남JC","37.368742","126.869038"
"202401","0150CZS360","1","1931681","85.73","48","89224","31","2.75","0.05","55","47","44","7","20240201083215","광명역IC","37.404130","126.879416","목감IC","37.396578","126.871527"
"202401","0150CZS370","1","1444566","95.25","100","89213","0","2.69","0.02","108","100","96","8","20240201083215","일직JC","37.423819","126.894869","광명역IC","37.404130","126.879416"
"202401","0150CZS380","1","1782916","86.64","174","0","0","7.47","0.04","193","172","163","21","20240201083215","금천IC","37.460138","126.890802","일직JC","37.423819","126.894869"
"202401","0160CZE010","1","493186","91.13","474","89277","3","8.16","0.01","489","476","457","22","20240201083215","언양JC","35.566603","129.129980","울산JCT","35.557342","129.250924"
"202401","0160CZS010","1","524219","92.06","469","89277","3","12.84","0.02","493","471","445","33","20240201083215","울산JCT","35.557342","129.250924","언양JC","35.566603","129.129980"
"202401","0170CZE010","1","881867","92.75","100","8878","0","2.71","0.02","109","100","96","9","20240201083215","오성IC","36.999640","127.004111","평택JC","37.024982","126.985034"
"202401","0170CZE020","1","953939","95.09","103","8878","0","2.49","0.02","110","103","98","8","20240201083215","평택JC","37.024982","126.985034","어연IC","37.054606","126.986075"
"202401","0170CZE030","1","1053736","92.33","41","8879","0","1.35","0.03","44","41","39","3","20240201083215","어연IC","37.054606","126.986075","북평택TG","37.063835","126.991562"
"202401","0170CZE040","1","1084475","92.75","285","8875","0","18.05","0.06","331","283","260","49","20240201083215","북평택TG","37.063835","126.991562","향남IC","37.127544","126.999731"
"202401","0170CZE050","1","1028135","92.57","207","8878","0","11.91","0.05","239","206","187","36","20240201083215","향남IC","37.127544","126.999731","서오산JC","37.176483","126.998353"
"202401","0170CZE060","1","1291113","93.87","104","8928","0","3.57","0.03","113","104","97","11","20240201083215","서오산JC","37.176483","126.998353","정남IC","37.183186","126.972736"
"202401","0170CZE070","1","1480044","80.61","52","8928","0","2.35","0.04","57","52","47","7","20240201083215","정남IC","37.183186","126.972736","화성JC","37.196425","126.964015"
"202401","0170CZE080","1","718066","99.01","95","8928","0","3.06","0.03","102","96","89","9","20240201083215","봉담TG","37.209135","126.965467","봉담IC","37.229340","126.956399"
"202401","0170CZS010","1","796681","94.60","98","8878","0","3.39","0.03","108","99","92","11","20240201083215","평택JC","37.024982","126.985034","오성IC","36.999640","127.004111"
"202401","0170CZS020","1","933666","97.51","101","8878","0","3.20","0.03","109","101","94","10","20240201083215","어연IC","37.054606","126.986075","평택JC","37.024982","126.985034"
"202401","0170CZS030","1","1091645","97.83","39","8879","0","1.53","0.03","43","38","36","4","20240201083215","북평택TG","37.063835","126.991562","어연IC","37.054606","126.986075"
"202401","0170CZS040","1","1119561","96.51","274","8875","0","10.94","0.03","316","274","256","42","20240201083215","향남IC","37.127544","126.999731","북평택TG","37.063835","126.991562"
"202401","0170CZS050","1","1043435","95.31","201","8878","0","12.36","0.06","246","202","183","44","20240201083215","서오산JC","37.176483","126.998353","향남IC","37.127544","126.999731"
"202401","0170CZS060","1","1043423","92.18","106","8928","0","4.79","0.04","123","105","99","16","20240201083215","정남IC","37.183186","126.972736","서오산JC","37.176483","126.998353"
