"SUM_YRMTH","CZN_CD","COCT_CD","TRFFCVLM","SPD_AVG","PASNG_RUNTM_MINS","NMLT_CSCNT","REVISN_CSCNT","PSTM_STDV","PASNG_TM_CHANGE_CFFCN","MAX_PASNG_TM_MINS","MEDIAN_PASNG_TM_MINS","MINM_PASNG_TM_MINS","F15T85_PASNG_RUNTM_QNTL","LAST_CHANGE_DAYHMINSEC","ST_ND_NM","ST_ND_GPS_LAT","ST_ND_GPS_LONG","END_ND_NM","END_ND_GPS_LAT","END_ND_GPS_LONG"
"202205","1040CZE030","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20220601083145","서부산TG","35.156691","128.947064","가락IC","35.165139","128.896716"
"202205","1040CZS040","1","1241182","95.28","210","88711","351","4.20","0.02","217","212","200","11","20220601083145","서부산IC","35.156004","128.951651","가락IC","35.165139","128.896716"
"202205","0100CZS290","1","1038595","87.32","117","89011","156","1.75","0.01","121","117","114","4","20220601083145","덕천IC","35.214906","129.008186","대저JC","35.219301","128.974349"
"202205","0100CZE285","1","985586","97.46","118","89063","104","4.87","0.04","132","116","112","14","20220601083145","북부산TG","35.221307","128.940883","대저JC","35.219301","128.974349"
"202205","0550CZS020","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20220601083145","초정IC","35.233765","128.980207","대저JC","35.219301","128.974349"
"202205","0010CZS010","1","919650","89.08","73","87162","1261","0.77","0.01","75","73","72","2","20220601083145","영락IC","35.273493","129.108684","구서IC","35.246178","129.092822"
"202205","0100CZE290","1","943803","78.83","130","89036","131","7.04","0.05","144","131","118","18","20220601083145","대저JC","35.219301","128.974349","덕천IC","35.214906","129.008186"
"202205","1040CZE040","1","1160502","98.35","204","88712","350","9.87","0.04","234","203","189","31","20220601083145","가락IC","35.165139","128.896716","서부산IC","35.156004","128.951651"
"202205","0010CZS090","1","821483","99.00","378","89035","131","11.66","0.03","392","380","357","24","20220601083145","건천IC","35.843725","129.085261","경주IC","35.807377","129.184893"
"202205","0010CZE085","1","732088","103.36","385","89061","104","12.43","0.03","401","389","362","27","20220601083145","활천IC","","","경주IC","35.807377","129.184893"
"202205","0010CZS100","1","838793","94.63","463","89035","130","11.35","0.02","476","466","442","23","20220601083145","영천JC","","","건천IC","35.843725","129.085261"
"202205","0010CZE090","1","829979","98.32","380","89035","131","12.20","0.03","396","383","359","25","20220601083145","경주IC","35.807377","129.184893","건천IC","35.843725","129.085261"
"202205","0010CZS130","1","1269733","97.56","150","88722","0","4.62","0.03","156","153","142","9","20220601083145","도동JC","35.912552","128.662699","동대구JC","35.886186","128.693814"
"202205","0010CZE120","1","1007086","89.92","370","89037","129","7.63","0.02","380","374","356","16","20220601083145","경산IC","35.876890","128.789802","동대구JC","35.886186","128.693814"
"202205","0552CZE120","1","1037075","89.42","100","8916","0","2.52","0.02","105","101","94","7","20220601083145","동대구IC","35.864978","128.686229","동대구JC","35.886186","128.693814"
"202205","0550CZE130","1","760399","96.20","181","89036","130","4.28","0.02","189","183","172","11","20220601083145","금호JC","35.892622","128.525227","칠곡IC","35.935239","128.535347"
"202205","0550CZS140","1","624256","100.73","185","88928","118","3.75","0.02","192","186","177","10","20220601083145","동명동호IC","","","칠곡IC","35.935239","128.535347"
"202205","0010CZS150","1","2241086","92.46","213","88957","118","6.92","0.03","224","214","199","17","20220601083145","금호JC","35.892622","128.525227","북대구IC","35.909533","128.583284"
"202205","0010CZE140","1","1997088","97.24","284","89054","110","6.87","0.02","292","287","269","16","20220601083145","도동JC","35.912552","128.662699","북대구IC","35.909533","128.583284"
"202205","0550CZS130","1","734868","94.97","184","89038","128","3.05","0.01","189","184","177","8","20220601083145","칠곡IC","35.935239","128.535347","금호JC","35.892622","128.525227"
"202205","0010CZE150","1","2284328","95.14","207","629","49","6.15","0.02","216","209","194","15","20220601083145","북대구IC","35.909533","128.583284","금호JC","35.892622","128.525227"
"202205","4510CZE080","1","787117","85.60","47","89043","124","1.33","0.02","51","48","45","4","20220601083145","서대구TG","35.879705","128.529925","금호JC","35.892622","128.525227"
"202205","0010CZS160","1","1836390","94.28","154","89024","0","2.95","0.01","160","155","148","8","20220601083145","칠곡JC","","","금호JC","35.892622","128.525227"
"202205","4510CZS040","1","1635577","95.49","98","88903","174","2.29","0.02","100","98","93","4","20220601083145","유천 하이패스IC","","","화원옥포IC","35.801066","128.483013"
"202205","4510CZE020","1","787714","93.70","111","89081","86","2.39","0.02","117","112","106","7","20220601083145","달성IC","35.768897","128.474407","옥포JC","35.791730","128.463921"
"202205","0120CZE230","1","663777","97.07","356","87208","162","4.73","0.01","362","357","347","10","20220601083145","고령JC","35.757729","128.372588","옥포JC","35.791730","128.463921"
"202205","4510CZS020","1","808268","91.47","114","89078","89","3.50","0.03","118","115","107","7","20220601083145","옥포JC","35.791730","128.463921","달성IC","35.768897","128.474407"
"202205","4510CZE015","1","641398","92.59","361","89063","104","10.18","0.02","381","365","343","26","20220601083145","북현풍 하이패스 IC","","","달성IC","35.768897","128.474407"
"202205","0010CZE130","1","1264723","92.77","158","88719","0","3.89","0.02","163","160","150","9","20220601083145","동대구JC","35.886186","128.693814","도동JC","35.912552","128.662699"
