"SUM_YRMTH","CZN_CD","COCT_CD","TRFFCVLM","SPD_AVG","PASNG_RUNTM_MINS","NMLT_CSCNT","REVISN_CSCNT","PSTM_STDV","PASNG_TM_CHANGE_CFFCN","MAX_PASNG_TM_MINS","MEDIAN_PASNG_TM_MINS","MINM_PASNG_TM_MINS","F15T85_PASNG_RUNTM_QNTL","LAST_CHANGE_DAYHMINSEC","ST_ND_NM","ST_ND_GPS_LAT","ST_ND_GPS_LONG","END_ND_NM","END_ND_GPS_LAT","END_ND_GPS_LONG"
"202302","1040CZE030","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20230301083157","서부산TG","35.156691","128.947064","가락IC","35.165139","128.896716"
"202302","1040CZS040","1","1085922","93.53","214","80534","31","5.28","0.02","230","214","204","18","20230301083157","서부산IC","35.156004","128.951651","가락IC","35.165139","128.896716"
"202302","0100CZS290","1","877368","89.47","115","80002","638","2.30","0.02","123","114","111","8","20230301083157","덕천IC","35.214906","129.008186","대저JC","35.219301","128.974349"
"202302","0100CZE285","1","842739","97.08","118","80630","10","4.32","0.03","128","116","112","11","20230301083157","북부산TG","35.221307","128.940883","대저JC","35.219301","128.974349"
"202302","0550CZS020","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20230301083157","초정IC","35.233765","128.980207","대저JC","35.219301","128.974349"
"202302","0010CZS010","1","935846","86.28","75","80014","487","1.06","0.01","78","75","74","2","20230301083157","영락IC","35.273493","129.108684","구서IC","35.246178","129.092822"
"202302","0100CZE290","1","804532","80.74","127","80511","129","6.17","0.04","139","127","112","18","20230301083157","대저JC","35.219301","128.974349","덕천IC","35.214906","129.008186"
"202302","1040CZE040","1","968747","98.37","204","80534","31","7.11","0.03","219","204","192","18","20230301083157","가락IC","35.165139","128.896716","서부산IC","35.156004","128.951651"
"202302","0010CZS090","1","702980","97.82","382","80628","9","11.31","0.02","401","385","360","28","20230301083157","건천IC","35.843725","129.085261","경주IC","35.807377","129.184893"
"202302","0010CZE085","1","639882","101.65","391","80632","8","12.19","0.03","409","393","368","28","20230301083157","활천IC","","","경주IC","35.807377","129.184893"
"202302","0010CZS100","1","720574","93.83","467","80633","7","10.54","0.02","480","470","446","23","20230301083157","영천JC","","","건천IC","35.843725","129.085261"
"202302","0010CZE090","1","707451","97.46","384","80628","9","11.42","0.02","401","386","364","25","20230301083157","경주IC","35.807377","129.184893","건천IC","35.843725","129.085261"
"202302","0010CZS130","1","1130670","95.86","153","80465","0","4.39","0.02","158","155","143","10","20230301083157","도동JC","35.912552","128.662699","동대구JC","35.886186","128.693814"
"202302","0010CZE120","1","953562","90.96","366","80617","23","7.05","0.01","373","369","351","15","20230301083157","경산IC","35.876890","128.789802","동대구JC","35.886186","128.693814"
"202302","0552CZE120","1","887379","89.51","100","8063","0","2.73","0.02","105","101","94","7","20230301083157","동대구IC","35.864978","128.686229","동대구JC","35.886186","128.693814"
"202302","0550CZE130","1","586670","96.77","180","80630","10","3.97","0.02","187","182","172","10","20230301083157","금호JC","35.892622","128.525227","칠곡IC","35.935239","128.535347"
"202302","0550CZS140","1","509218","100.52","186","80607","8","3.70","0.01","193","187","178","10","20230301083157","동명동호IC","","","칠곡IC","35.935239","128.535347"
"202302","0010CZS150","1","1936079","92.06","214","80381","22","6.03","0.02","227","216","202","17","20230301083157","금호JC","35.892622","128.525227","북대구IC","35.909533","128.583284"
"202302","0010CZE140","1","1684722","96.54","286","80628","12","7.24","0.02","294","289","270","16","20230301083157","도동JC","35.912552","128.662699","북대구IC","35.909533","128.583284"
"202302","0550CZS130","1","581708","95.62","182","80630","10","2.72","0.01","188","184","177","7","20230301083157","칠곡IC","35.935239","128.535347","금호JC","35.892622","128.525227"
"202302","0010CZE150","1","1949746","93.65","210","80474","19","5.23","0.02","216","212","198","12","20230301083157","북대구IC","35.909533","128.583284","금호JC","35.892622","128.525227"
"202302","4510CZE080","1","538471","82.39","49","80597","43","1.44","0.02","51","50","46","3","20230301083157","서대구TG","35.879705","128.529925","금호JC","35.892622","128.525227"
"202302","0010CZS160","1","1397365","94.69","153","0","0","2.96","0.01","158","154","148","7","20230301083157","칠곡JC","","","금호JC","35.892622","128.525227"
"202302","4510CZS040","1","1360719","95.65","97","80390","3","2.51","0.02","102","98","92","7","20230301083157","유천 하이패스IC","","","화원옥포IC","35.801066","128.483013"
"202302","4510CZE020","1","669555","92.94","112","80626","14","2.99","0.02","118","112","107","7","20230301083157","달성IC","35.768897","128.474407","옥포JC","35.791730","128.463921"
"202302","0120CZE230","1","522140","96.37","358","76780","233","6.63","0.01","370","360","345","17","20230301083157","고령JC","35.757729","128.372588","옥포JC","35.791730","128.463921"
"202302","4510CZS020","1","697541","91.06","114","80618","22","3.87","0.03","123","115","107","11","20230301083157","옥포JC","35.791730","128.463921","달성IC","35.768897","128.474407"
"202302","4510CZE015","1","557940","91.30","366","80627","8","12.70","0.03","397","368","345","36","20230301083157","북현풍 하이패스 IC","","","달성IC","35.768897","128.474407"
"202302","0010CZE130","1","1143730","92.41","159","80478","8","3.63","0.02","163","160","151","8","20230301083157","동대구JC","35.886186","128.693814","도동JC","35.912552","128.662699"
"202302","0010CZS140","1","1742614","93.86","294","80627","13","7.62","0.02","302","298","277","17","20230301083157","북대구IC","35.909533","128.583284","도동JC","35.912552","128.662699"
"202302","0200CZS060","1","536728","90.40","715","80618","22","9.27","0.01","731","718","695","25","20230301083157","청통와촌IC","35.970335","128.829157","도동JC","35.912552","128.662699"
"202302","4510CZE045","1","613727","99.12","118","0","0","3.24","0.02","122","119","110","8","20230301083157","유천 하이패스IC","","","남대구IC","35.836506","128.527613"
"202302","0010CZS270","1","733459","94.18","331","0","0","15.40","0.04","404","331","315","62","20230301083157","비룡JC","36.345100","127.482550","옥천IC","36.313954","127.563113"
"202302","0010CZE260","1","516329","75.46","543","79585","0","47.37","0.08","602","568","441","112","20230301083157","금강IC","36.279818","127.673628","옥천IC","36.313954","127.563113"
"202302","0650CZE140","1","235653","105.71","314","21022","40","17.00","0.05","387","311","296","63","20230301083157","북강릉IC","37.835539","128.814811","남양양IC","37.914785","128.789914"
"202302","0650CZS150","1","264880","106.21","515","33126","79","23.23","0.04","604","510","493","77","20230301083157","하조대IC","38.022808","128.697523","남양양IC","37.914785","128.789914"
"202302","0650CZS140","1","254997","101.24","328","31390","19","17.48","0.05","405","324","316","62","20230301083157","남양양IC","37.914785","128.789914","북강릉IC","37.835539","128.814811"
"202302","0650CZE130","1","250692","101.27","257","26200","66","10.15","0.03","293","256","245","33","20230301083157","강릉JC","37.771561","128.835250","북강릉IC","37.835539","128.814811"
"202302","0650CZS130","1","272759","96.82","269","36571","42","10.81","0.04","310","267","257","37","20230301083157","북강릉IC","37.835539","128.814811","강릉JC","37.771561","128.835250"
"202302","0650CZE120","1","156553","101.87","95","8064","91","4.08","0.04","110","95","90","14","20230301083157","강릉IC","37.749654","128.839215","강릉JC","37.771561","128.835250"
"202302","0500CZE300","1","437517","92.95","873","80636","3","33.71","0.03","980","863","835","101","20230301083157","대관령IC","37.678728","128.694924","강릉JC","37.771561","128.835250"
"202302","0650CZS120","1","148306","104.69","92","8064","49","4.22","0.04","110","92","88","15","20230301083157","강릉JC","37.771561","128.835250","강릉IC","37.749654","128.839215"
"202302","0650CZE110","1","290192","103.02","286","52096","183","13.11","0.04","333","285","271","43","20230301083157","남강릉IC","37.694106","128.891343","강릉IC","37.749654","128.839215"
"202302","0650CZE090","1","310644","99.03","242","65071","44","12.68","0.05","295","239","231","44","20230301083157","망상IC","37.583227","129.093087","옥계IC","37.619269","129.037304"
"202302","0650CZS100","1","337397","102.15","629","75411","7","29.17","0.04","719","623","597","85","20230301083157","남강릉IC","37.694106","128.891343","옥계IC","37.619269","129.037304"
"202302","0650CZS090","1","317813","101.41","236","72838","47","10.22","0.04","274","234","225","34","20230301083157","옥계IC","37.619269","129.037304","망상IC","37.583227","129.093087"
"202302","0650CZE080","1","268929","102.13","291","33984","17","19.22","0.06","372","288","274","68","20230301083157","동해IC","37.507913","129.093687","망상IC","37.583227","129.093087"
"202302","0500CZS240","1","504061","86.29","712","80633","7","29.24","0.04","824","701","697","88","20230301083157","둔내IC","37.492752","128.205907","새말IC","37.446693","128.066967"
"202302","0500CZE230","1","581654","97.19","471","80630","4","21.10","0.04","540","468","451","62","20230301083157","원주IC","37.400894","127.950025","새말IC","37.446693","128.066967"
"202302","0500CZE240","1","504261","96.21","639","80633","7","8.96","0.01","654","639","620","23","20230301083157","새말IC","37.446693","128.066967","둔내IC","37.492752","128.205907"
"202302","0500CZS250","1","463116","97.57","268","80637","3","7.10","0.02","291","265","261","21","20230301083157","동둔내 하이패스IC","","","둔내IC","37.492752","128.205907"
"202302","0550CZS320","1","272894","99.99","935","43807","58","17.78","0.01","971","938","904","46","20230301083157","홍천IC","37.678698","127.855078","횡성IC","37.504918","127.969983"
"202302","0550CZE310","1","110435","118.26","326","8056","7","7.38","0.02","351","324","315","25","20230301083157","북원주IC","37.420608","127.923204","횡성IC","37.504918","127.969983"
"202302","0500CZS260","1","456257","87.04","251","80637","3","17.27","0.06","303","245","240","44","20230301083157","평창IC","37.589103","128.412783","면온IC","37.561411","128.365327"
"202302","0500CZE255","1","488865","94.37","354","80636","3","5.97","0.01","377","354","346","21","20230301083157","동둔내 하이패스IC","","","면온IC","37.561411","128.365327"
"202302","0500CZE260","1","454292","97.09","225","80635","5","4.38","0.01","236","225","217","13","20230301083157","면온IC","37.561411","128.365327","평창IC","37.589103","128.412783"
"202302","0500CZS270","1","452962","93.55","352","80637","3","4.33","0.01","361","352","345","11","20230301083157","속사IC","37.630499","128.489605","평창IC","37.589103","128.412783"
"202302","0500CZE270","1","456940","93.53","352","80637","3","11.07","0.03","380","350","335","31","20230301083157","평창IC","37.589103","128.412783","속사IC","37.630499","128.489605"
"202302","0500CZS280","1","445438","95.19","270","80633","7","8.93","0.03","300","266","260","28","20230301083157","진부IC","37.651615","128.561806","속사IC","37.630499","128.489605"
"202302","0500CZE280","1","488326","101.79","252","80628","12","4.23","0.01","259","252","244","10","20230301083157","속사IC","37.630499","128.489605","진부IC","37.651615","128.561806"
"202302","0500CZS290","1","437241","97.65","473","80637","3","13.63","0.02","512","469","460","36","20230301083157","대관령IC","37.678728","128.694924","진부IC","37.651615","128.561806"
"202302","0550CZE320","1","267908","98.80","946","29646","63","14.84","0.01","971","950","909","43","20230301083157","횡성IC","37.504918","127.969983","홍천IC","37.678698","127.855078"
"202302","0550CZS330","1","325264","100.82","370","65451","4","6.64","0.01","390","370","357","23","20230301083157","춘천JC","37.755511","127.794879","홍천IC","37.678698","127.855078"
"202302","0500CZS300","1","414005","92.45","878","80636","3","34.96","0.03","983","872","839","100","20230301083157","강릉JC","37.771561","128.835250","대관령IC","37.678728","128.694924"
"202302","0500CZE290","1","414717","96.78","477","80637","3","10.73","0.02","502","477","460","29","20230301083157","진부IC","37.651615","128.561806","대관령IC","37.678728","128.694924"
"202302","0650CZS080","1","259020","98.92","301","26208","25","19.97","0.06","386","297","284","71","20230301083157","망상IC","37.583227","129.093087","동해IC","37.507913","129.093687"
"202302","0650CZE070","1","167683","100.17","312","8064","171","19.68","0.06","392","308","295","67","20230301083157","삼척IC","37.447716","129.135758","동해IC","37.507913","129.093687"
"202302","0450CZE170","1","761436","97.02","518","80630","10","18.58","0.03","538","528","477","42","20230301083157","점촌함창IC","36.586195","128.155053","문경새재IC","36.700597","128.111353"
"202302","0450CZS180","1","700537","92.89","566","80630","10","16.15","0.02","587","573","535","36","20230301083157","연풍IC","36.759048","127.992268","문경새재IC","36.700597","128.111353"
"202302","0450CZS170","1","705784","99.45","506","80630","10","18.59","0.03","527","516","464","44","20230301083157","문경새재IC","36.700597","128.111353","점촌함창IC","36.586195","128.155053"
"202302","0450CZE160","1","739070","100.02","268","80630","10","11.07","0.04","279","273","245","23","20230301083157","북상주IC","36.531143","128.169306","점촌함창IC","36.586195","128.155053"
"202302","0450CZS160","1","702940","99.82","269","80626","12","16.41","0.06","321","271","245","53","20230301083157","점촌함창IC","36.586195","128.155053","북상주IC","36.531143","128.169306"
"202302","0450CZE150","1","711686","98.56","476","80486","79","21.46","0.04","553","482","439","79","20230301083157","상주IC","36.423025","128.213262","북상주IC","36.531143","128.169306"
"202302","0550CZS200","1","288875","98.42","486","41754","43","7.92","0.01","499","487","469","21","20230301083157","예천IC","36.667837","128.541897","서안동IC","36.588635","128.626690"
"202302","0550CZE190","1","330111","100.43","537","80625","11","14.70","0.02","554","539","507","32","20230301083157","남안동IC","36.476202","128.621431","서안동IC","36.588635","128.626690"
"202302","0550CZE200","1","296736","102.89","465","44346","124","10.91","0.02","478","467","443","24","20230301083157","서안동IC","36.588635","128.626690","예천IC","36.667837","128.541897"
"202302","0550CZS210","1","286202","102.81","423","40925","2728","8.38","0.01","437","424","406","21","20230301083157","영주IC","36.769246","128.571629","예천IC","36.667837","128.541897"
"202302","0550CZE210","1","290841","105.35","413","44312","198","9.40","0.02","429","414","395","23","20230301083157","예천IC","36.667837","128.541897","영주IC","36.769246","128.571629"
"202302","0550CZS220","1","188130","103.42","355","8064","14","8.27","0.02","366","355","340","18","20230301083157","풍기IC","36.852531","128.530415","영주IC","36.769246","128.571629"
"202302","0550CZE220","1","183063","101.66","361","8064","10","10.49","0.02","374","363","342","22","20230301083157","영주IC","36.769246","128.571629","풍기IC","36.852531","128.530415"
"202302","0550CZS230","1","288881","98.53","620","40395","13","12.33","0.01","642","622","597","31","20230301083157","단양IC","36.917949","128.364609","풍기IC","36.852531","128.530415"
"202302","0150CZS220","1","452873","103.59","475","80440","10","12.02","0.02","492","478","448","30","20230301083157","해미IC","36.712085","126.562422","홍성IC","36.592158","126.560116"
"202302","0150CZE210","1","423787","105.87","367","80635","5","10.64","0.02","379","371","346","23","20230301083157","광천IC","36.498248","126.585146","홍성IC","36.592158","126.560116"
"202302","0252CZE070","1","942351","94.10","535","8064","0","31.04","0.05","624","528","501","86","20230301083157","북공주JC","36.509699","127.110916","정안IC","36.625082","127.120398"
"202302","0150CZE220","1","463016","98.68","499","79976","72","23.24","0.04","547","497","457","63","20230301083157","홍성IC","36.592158","126.560116","해미IC","36.712085","126.562422"
"202302","0150CZS230","1","494993","100.48","384","80597","26","8.39","0.02","395","385","367","19","20230301083157","서산IC","36.806738","126.571499","해미IC","36.712085","126.562422"
"202302","0252CZS090","1","969048","88.01","102","8064","0","3.92","0.03","109","102","94","10","20230301083157","천안JC","36.768988","127.181976","남천안IC","36.754160","127.164963"
"202302","0010CZS360","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20230301083157","천안JC","36.768988","127.181976","목천IC","36.759960","127.217637"
"202302","0010CZS360","2","92","113.01","112","0","8","2.13","0.01","114","112","110","2","20230301083157","천안JC","36.768988","127.181976","목천IC","36.759960","127.217637"
"202302","0010CZE357","2","30317","103.87","478","13440","0","12.08","0.02","497","474","465","22","20230301083157","옥산JC","","","목천IC","36.759960","127.217637"
"202302","0010CZE357","1","1213587","89.39","556","80634","6","31.02","0.05","648","549","518","91","20230301083157","옥산JC","","","목천IC","36.759960","127.217637"
"202302","0252CZE090","1","1046697","88.25","101","8064","0","6.86","0.06","116","100","93","16","20230301083157","남천안IC","36.754160","127.164963","천안JC","36.768988","127.181976"
"202302","0010CZE360","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20230301083157","목천IC","36.759960","127.217637","천안JC","36.768988","127.181976"
"202302","0010CZE360","2","80","115.97","109","0","8","4.81","0.04","114","109","105","6","20230301083157","목천IC","36.759960","127.217637","천안JC","36.768988","127.181976"
"202302","0010CZS370","1","2067528","91.61","263","80608","7","17.48","0.06","306","255","243","44","20230301083157","천안IC","36.826230","127.168773","천안JC","36.768988","127.181976"
